memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,2,4,It's funny but we just never seemed to be single at the same time.,0.25,0.125,0.375
imagined,2,5,Then one night we were out with another friend at a bar together and joked about how we should just give up looking for a partner and date each other.,0.875,0.125,0.875
imagined,2,8,We hit it off perfectly.,0.375,0.125,0.5
imagined,2,12,Most of them will think we are crazy too.,0.125,0.125,0.25
imagined,2,0,"Four months ago, I had a wild time going to a family wedding.",0.875,0.625,0.875
imagined,2,1,It has been the first time in a decade that we've been under the same roof.,0.375,0.375,0.625
imagined,2,2,I talked to mom and she said she has been doing well.,0.25,0.625,0.875
imagined,2,3,I talked to father and he told me he caught the biggest fish that week.,0.5,0.625,1.0
imagined,2,4,I talked to my sister and she has gotten a job in a big advertising firm.,0.5,0.375,0.875
imagined,2,5,I talked to my brother and he just graduated college with a job prospect.,0.5,0.375,0.875
imagined,2,6,My older brother is getting married to a rich tycoon woman.,0.75,0.25,0.875
imagined,2,7,He will be very happy with the mansion he is moving into.,0.375,0.125,0.5
imagined,2,8,I hope he doesn't get too greedy.,0.125,0.125,0.125
imagined,2,10,"At the party, I got a little too drunk.",0.375,0.375,0.75
imagined,2,11,I threw up on my older brother.,0.875,0.125,0.875
imagined,2,12,He got a little mad.,0.25,0.375,0.5
imagined,2,13,He forgave me.,0.25,0.375,0.625
imagined,2,14,We went home with many memories.,0.25,0.5,0.625
imagined,1,0,I was always making excuses not to go back to school and complete my Masters degree.,0.125,0.125,0.25
imagined,1,1,"Before long over 20 years passed and I realized something was missing, I wanted a Masters degree, it never left my mind.",0.25,0.125,0.375
imagined,1,2,The opportunity was present and I am so glad I finally took it.,0.625,0.5,0.75
imagined,1,4,"The pride I feel inside from accomplishing my goal, but the feeling of completeness there is from my Daughter receiving her Masters the same day is indescribable.",0.625,0.125,0.75
imagined,1,5,"I remember what started me on this quest, my parents wanted me to be 'educated' and in their eyes it meant a Masters degree.",0.25,0.25,0.5
imagined,1,7,"I could see it in their eyes, how very much they wanted me to complete my education, I felt that drive in them, that sense of pride they would have in me.",0.25,0.125,0.25
imagined,1,8,"Before they passed away I made a promise, to me I took an oath in their presence, that I would no matter what complete my Masters degree.",0.75,0.25,0.75
imagined,1,10,"I remember sharing the story with my Daughter, the promise I made to her grandparents and what it meant to them and me.",0.125,0.5,0.625
imagined,1,11,"At first she could not grasp the meaning of it all to me, the sense of gratitude I had for my parents as well as what it meant to them for me to get my higher level degree.",0.375,0.125,0.5
imagined,1,12,"I finally got through to my daughter about how I felt, how my parents felt and how to me it tied in with her getting her Masters on the same day.",0.375,0.375,0.625
imagined,1,13,"She always knew how I beam with pride over her, all her accomplishments and dedication to studying.",0.125,0.125,0.25
imagined,1,14,"It brought me great happiness to be able to share the day with her, to get a degree the same time she did.",0.25,0.125,0.25
imagined,1,15,"I feel inside now a true sense of calm, knowing my family is proud of me, I set a good example for my daughter and my parents can rest.",0.125,0.375,0.5
imagined,1,16,"I told my daughter my life is finally complete, and I feel a true sense of circle and self, and that my parents can finally rest in peace with an oath kept.",0.125,0.25,0.375
imagined,3,0,"Dear Diary, today I've been doing a lot of thinking about my cousin's wedding.",0.375,0.375,0.625
imagined,3,1,"It was such a beautiful day, and I was & still am so happy that she found her person.",0.25,0.375,0.5
imagined,3,2,But I can't help but feel a bit of residual stress as I think over how I almost ruined it for her.,0.375,0.125,0.5
imagined,3,3,"Maybe that's dramatic, but I felt like I was ruining things when I spilled my champagne down the front of my bridesmaid's gown when she was counting on me to just show up and be presentable.",0.625,0.125,0.75
imagined,3,4,"Of course,  she wasn't mad at me in the end (maybe that's because we got it cleaned up), but the stress and embarrassment I felt was crazy.",0.375,0.125,0.5
imagined,3,5,"I haven't been to many big events like that lately, and I was freaking out.",0.25,0.125,0.375
imagined,3,6,As if standing up in front of all those people wasn't enough pressure.,0.125,0.25,0.375
imagined,3,7,"Now, I thought, I'd have to either do it with a giant wet stain down my front, or change and be the only person in the wedding party wearing old, ripped jeans.",0.125,0.125,0.25
imagined,3,8,"I even thought, for a moment, about just sitting the whole thing out.",0.25,0.25,0.375
imagined,3,10,"Luckily, our wonderful grandma made it to the wedding that day.",0.375,0.625,0.75
imagined,3,12,"It took her no time at all to make my dress good as new, and the weight just instantly lifted off my chest.",0.375,0.125,0.5
imagined,3,14,My cousin is so important to me and I just couldn't stand the thought of ruining her big day.,0.125,0.25,0.375
imagined,3,16,"Thankfully, it all went according to plan and she's got perfect, champagne-stain-free photos to look back on and remember forever.",0.125,0.125,0.25
imagined,3,1,I was at college that week and it was the final week of classes before finals.,0.25,0.375,0.5
imagined,3,2,I knew that my dog Shelly was sick and that she was in the hospital but I thought I would make it in time.,0.5,0.375,0.75
imagined,3,3,I was so focused on finals and preparing for all the tests that I put Shelly out of my mind to focus on my grades.,0.25,0.625,0.625
imagined,3,4,Mom always was talking about Shelly and how old she was getting but we all were dreading this day.,0.125,0.25,0.375
imagined,3,6,She got me through the school transfer in 6th grade and was my rock.,0.25,0.125,0.375
imagined,3,7,I couldn't believe it when I got the call that she was in the hospital because she stopped eating.,0.375,0.25,0.625
imagined,3,8,I prayed that she would hold on long enough so that I could drive back after finals and see her one last time and tell her how much she meant to me.,0.375,0.25,0.5
imagined,3,9,Shelly was the nicest Boxer a family could ever ask for and I needed to see her off before she passed on.,0.125,0.25,0.25
imagined,3,10,Once finals were over I packed my dorm into my car for winter break and rushed home to the pet hospital.,0.125,0.625,0.625
imagined,3,11,"On the way there Mom called, and gave me the news.",0.375,0.25,0.5
imagined,3,12,I had to pull over on the side of the road I was crying so hard.,0.625,0.375,0.625
imagined,3,13,Shelly was the only dog I've ever had but she was the best.,0.125,0.375,0.375
imagined,3,14,She was such a good girl and I wish I could have been there in her final moments.,0.125,0.125,0.25
imagined,3,15,My mom said she passed peacefully but I wish I could've been there to hold her as she passed on.,0.125,0.125,0.125
imagined,2,0,I always knew my boyfriend was a liar.,0.875,0.5,0.875
imagined,2,1,I just continued to believe him despite obvious reasons not to.,0.5,0.5,0.75
imagined,2,2,But two months ago I was at my wit's end.,0.625,0.375,0.75
imagined,2,3,I knew something was up.,0.25,0.5,0.5
imagined,2,4,"He said he was headed out to hang with friends one night, and something seemed fishy about the way he was acting.",0.5,0.5,0.75
imagined,2,5,"I looked on Facebook and saw that some of his friend's were online, so I asked one of them what my boyfriend could bring that evening.",0.25,0.625,0.75
imagined,2,6,That's when I knew.,0.25,0.125,0.25
imagined,2,7,So began to leave I snuck out to my car and followed him.,0.5,0.5,0.875
imagined,2,8,"He drove for just five miles, to a subdivision nowhere close to where his friends live.",0.5,0.125,0.5
imagined,2,9,I was furious but continued to stay focused.,0.125,0.625,0.625
imagined,2,10,Once he pulled into a random driveway a young girl wearing a leather jacket came out and got in his car.,0.625,0.125,0.625
imagined,2,11,They passionately kissed and accelerated off into the night.,0.625,0.25,0.75
imagined,2,12,I didn't bother to follow them.,0.25,0.125,0.375
imagined,2,13,I simply went back home and tossed all of his things in the yard and proceeded to turn the sprinklers on. Whoops!,0.5,0.5,0.625
imagined,2,14,"Such a shame for him that he ended up getting back nearly five hours later, to all his possessions soaked on our front lawn.",0.375,0.375,0.5
imagined,2,15,I haven't seen him since.,0.375,0.375,0.375
imagined,3,0,"Three months ago, I graduated college... finally.",1.0,0.75,1.0
imagined,3,1,"I had my master's under my belt, teaching credentials in line.",0.5,0.25,0.5
imagined,3,2,I couldn't be prouder.,0.25,0.25,0.25
imagined,3,3,I was finally done.,0.25,0.25,0.375
imagined,3,4,I was able to get a cushy job at a private school for all grades K-12.,0.875,0.75,1.0
imagined,3,6,"Unfortunately, we took budget cuts.",0.875,0.125,0.875
imagined,3,7,"I was the last hired, so I was the first fired.",0.875,0.25,0.875
imagined,3,8,"I had to accept a teaching job at a public school after getting used to my dreamy, safe, private school job.",0.75,0.625,0.875
imagined,3,9,"The pay is horrendous, it's almost like the government doesn't want kids to learn anything.",0.25,0.125,0.375
imagined,3,10,"I had to buy most of the supplies, and some of the kids are so poor, I ended up having to buy supplies for the kids to even be able to learn.",0.75,0.25,0.875
imagined,3,11,Cheap backpacks and notebooks apparently add up.,0.25,0.375,0.5
imagined,3,12,I thought my student loans were bad... these credit card bills as a public school teacher may kill me before I even get a chance to get a raise in 10 years.,0.5,0.25,0.625
imagined,3,13,But these kids...,0.125,0.125,0.25
imagined,3,14,They need me.,0.125,0.25,0.25
imagined,3,15,"I feel like I am right where I am supposed to be, helping these kids.",0.375,0.125,0.375
imagined,2,0,"Just four months ago, my daughter married her long time boyfriend.",0.875,0.5,1.0
imagined,2,1,I always knew they would get married but it was still kinda surprising and emotional when they announced it.,0.375,0.25,0.5
imagined,2,2,The wedding itself was just a small family affair that happened at the court house with a celebration afterwards.,0.375,0.25,0.625
imagined,2,3,She wanted it like that and I was fine with it too.,0.125,0.25,0.375
imagined,2,4,It was less planning and fanfare which is more her style.,0.125,0.25,0.375
imagined,2,5,One of the best things about this wedding is that my son came and he and my daughter got to be reunited with each other.,0.5,0.125,0.625
imagined,2,6,They've been arguing and hostile with each other for the past five years so this was kinda a big deal.,0.375,0.125,0.375
imagined,2,7,I was so glad to see them finally reconcile with each other because it's been a huge strain for me having them fighting with each other.,0.375,0.25,0.625
imagined,2,8,It makes it hard because neither will come to family get togethers like Christmas if they know the other is there and this makes me so sad.,0.25,0.375,0.5
imagined,2,9,I want the whole family together and it's just not the same if one is not there.,0.125,0.25,0.25
imagined,2,10,So this was a big deal to me and made the wedding all the more meaningful.,0.375,0.25,0.5
imagined,2,12,I saw him talking to my daughter later that night at our house and I expected it to get heated but to my surprise they were laughing and smiling.,0.625,0.125,0.75
imagined,2,14,I am so glad and warmed in my heart that they have made up with each other.,0.125,0.25,0.25
imagined,2,15,It was tearing my heart apart that they had tension with each other and now I feel so much better.,0.125,0.375,0.375
imagined,2,16,I just hope they can continue getting along and don't fall back into that horrible state again.,0.125,0.125,0.25
imagined,2,17,Now I can't wait to become a grandmother.,0.5,0.125,0.5
imagined,1,1,"Two months ago in May, my sister-in-law passed away.",0.875,0.125,0.875
imagined,1,3,She was driving home from work in the rain when she lost control of her car and get into an accident on the interstate.,0.75,0.25,0.75
imagined,1,4,It feels like I was just talking to her and planning our next get together.,0.125,0.25,0.375
imagined,1,5,We'd planned to go to a concert with my brother and sister in July.,0.25,0.25,0.375
imagined,1,7,She had been waiting to go that concert for years but hadn't been able to because our work schedules didn't line up.,0.125,0.375,0.375
imagined,1,9,She'd been there for my wife and I through some hard times and was always willing to lend a hand to help us with the children.,0.125,0.125,0.25
imagined,1,10,I can't believe that she's gone and I know that it's tougher on my wife.,0.125,0.125,0.25
imagined,1,12,My family is pulling through as best we can and are making sure that we are there for each other in this trying time.,0.375,0.125,0.5
imagined,1,13,"The funeral was difficult, but it was attended by so many people and my sister-in-law would've really been happy to know how many lives she touched when she was still here.",0.875,0.5,0.875
imagined,1,14,I think that if anything good can come out of this is that we'll be more of a bonded family.,0.125,0.375,0.375
imagined,1,15,We know that's what she would've wanted us to do and we'll honor her in this way.,0.125,0.25,0.25
imagined,1,16,But I don't think I'll ever stop missing her.,0.375,0.375,0.5
imagined,1,0,It was a hot summer day in April.,0.375,0.125,0.375
imagined,1,1,My phone rang and I didn't recognize the number.,0.5,0.375,0.875
imagined,1,2,I don't usually pick up unknown numbers.,0.125,0.25,0.375
imagined,1,3,I decided to pick it up today  because I wasn't that busy.,0.625,0.25,0.75
imagined,1,4,It was my step-father.,0.625,0.25,0.875
imagined,1,5,He wanted to see how I was doing even though we hadn't spoken in several years.,0.5,0.25,0.625
imagined,1,9,Sometimes our arguments turned physical.,0.375,0.25,0.5
imagined,1,10,But now that we were on the phone our conversation was calm.,0.375,0.25,0.625
imagined,1,11,We spoke about my childhood and his relationship with my mother.,0.25,0.25,0.375
imagined,1,12,It was a rough conversation at first but then it got better over time.,0.125,0.375,0.5
imagined,1,13,The conversation was emotional and we caught up for a bit before hanging up.,0.375,0.375,0.5
imagined,1,14,We agreed we would try to stay in tough more often.,0.375,0.5,0.75
imagined,3,1,"I knew he was sick, but it was still such a shock.",0.375,0.25,0.375
imagined,3,3,He would clean the car parts in a chemical solution without gloves.,0.25,0.25,0.5
imagined,3,5,"Well, He got cancer behind one of his kidneys.",0.875,0.625,1.0
imagined,3,6,The doctors told him this cancer was only caused by a specific chemical.,0.125,0.125,0.25
imagined,3,7,I called him while he was in the hospital and he told me not to worry.,0.125,0.625,0.75
imagined,3,8,"He said, 'kiddo, I love you, I will always take care of you.'",0.125,0.25,0.25
imagined,3,9,I thought he meant in the sense of how a parent loves their child after they pass away.,0.125,0.125,0.25
imagined,3,10,I was able to fly over and see my dad before he died.,0.375,0.625,0.625
imagined,3,11,"As I was cleaning up the house afterwards, a lawyer showed up.",0.75,0.125,0.75
imagined,3,12,I didn't think anything of it.,0.25,0.25,0.25
imagined,3,13,Paperwork to sign cause dad passed away.,0.125,0.625,0.625
imagined,3,15,Did not think of it again til yesterday.,0.125,0.125,0.125
imagined,1,0,I am finally a college graduate!,0.875,0.5,1.0
imagined,1,1,I am so excited to have gotten my degree and now I can go out in the real world and be a real person.,0.25,0.25,0.25
imagined,1,2,"But first, it was time to celebrate.",0.25,0.375,0.625
imagined,1,3,"After graduation, my family decided to go on a vacation to Zion National Park.",1.0,0.625,1.0
imagined,1,7,"We hiked many of the trails, including the 'Narrows', which was killer, but really awesome.",0.25,0.625,0.875
imagined,1,8,"We even saw some wild animals, which was so cool and unexpected!",0.375,0.625,0.875
imagined,1,13,"My parents bought me a couple of graduation gifts, including a beautiful necklace.",0.375,0.5,0.875
imagined,1,15,It was so inspiring being out in nature and I really appreciate this time I had with my family.,0.125,0.125,0.25
imagined,1,0,It's been two months since I saw the doctor for my problem.,0.25,0.375,0.5
imagined,1,2,"I knew that I probably had an infection, and I did.",0.375,0.5,0.5
imagined,1,4,Holding my pee had become a regular habit for me.,0.125,0.375,0.5
imagined,1,5,It all started six months prior when I saw a family friend that I hadn't seen in awhile.,0.5,0.25,0.625
imagined,1,6,"As soon as I saw him, my heart started pounding.",0.375,0.125,0.5
imagined,1,7,"My stomach dropped to the floor and, of course, I had to pee right away.",0.25,0.25,0.5
imagined,1,9,The way he had sexually assaulted me those many years ago.,0.875,0.125,1.0
imagined,1,10,"All of a sudden, it seemed like it had happened just seconds before.",0.375,0.375,0.375
imagined,1,13,It was positively humiliating to me but I'm pretty sure no one else noticed because I left so quickly.,0.375,0.25,0.375
imagined,1,14,"So now, it's a common problem.",0.125,0.25,0.25
imagined,1,15,"I never know when it's going to hit me, but as soon as the flashbacks happen, the urge to pee always follows and I feel frozen in place trying to hold my pee.",0.375,0.125,0.375
imagined,1,16,I thought maybe it would stop after a few times but it seems to be going strong 6 months later and I'm at my wits end as to what to do.,0.25,0.375,0.375
imagined,1,17,The doctor had treated my infection but I suspected that I needed a therapist at this point.,0.25,0.375,0.5
imagined,3,2,My beautiful bride and I have been married for two years now.,0.5,0.5,0.5
imagined,3,3,Our anniversary is tomorrow and we're going on a fabulous date of dinner around Newport Harbor.,0.5,0.5,0.875
imagined,3,4,"As I reflect back, I think to how nervous I was to even ask her to marry me.",0.125,0.25,0.375
imagined,3,5,I bought the ring five months before I actually asked her.,0.5,0.25,0.625
imagined,3,6,I practiced what I would say for months and just couldn't work up the nerve.,0.25,0.375,0.625
imagined,3,7,"Finally, after all that, I popped the question.",0.625,0.25,0.625
imagined,3,8,I got down on one knee and asked her to marry me.,0.625,0.375,0.75
imagined,3,9,And she said yes!,0.875,0.125,0.875
imagined,3,10,"She actually said yes, the most beautiful woman in the world agreed to marry me, some schmuck from Brooklyn.",0.25,0.125,0.25
imagined,3,11,We got married just one month later and the most beautiful service ever.,0.625,0.625,0.75
imagined,3,12,We were married at the Little White Wedding Chapel in Las Vegas.,0.625,0.25,0.75
imagined,3,13,"Everyone was there, our parents, our friends and even Elvis made an apppearance!",0.5,0.125,0.5
imagined,3,14,We stayed the Mirage just up the street and just had the most wonderful time.,0.25,0.375,0.5
imagined,3,15,"The last two years have just been so amazing, I can't wait to see what the future holds.",0.125,0.125,0.125
imagined,2,0,I always knew her life would turn this way.,0.375,0.25,0.375
imagined,2,1,"Sad to say, I know.",0.25,0.25,0.375
imagined,2,2,I was realistic about it.,0.125,0.125,0.25
imagined,2,4,"Weirdly so, while I was realistic about it, I felt that I was also in denial about many things.",0.25,0.375,0.5
imagined,2,9,It was hurtful.,0.125,0.125,0.25
imagined,2,10,I genuinely cared for her and it was obvious to me that it wasn't really reciprocal.,0.375,0.25,0.5
imagined,2,11,She was selfish for a very long time.,0.125,0.25,0.375
imagined,2,12,I didn't think cutting her out of my life would lead to her demise.,0.25,0.125,0.375
imagined,2,13,I am not even sure that's what caused it.,0.125,0.125,0.25
imagined,2,14,Maybe the timing was just a coincidence.,0.125,0.125,0.25
imagined,2,15,I knew cutting her out of my life would hurt her.,0.5,0.5,0.5
imagined,2,16,I never imagined it would cause her life to unravel.,0.25,0.125,0.25
imagined,2,18,"I imagine it played somewhat of a role, though.",0.25,0.25,0.25
imagined,2,19,"When my grandparents sat me down and described how she had hit rock bottom just a week ago, I was shocked.",0.75,0.125,0.75
imagined,2,20,"I don't really know why I was shocked, though.",0.125,0.25,0.375
imagined,2,21,She never really was on the right track in life.,0.25,0.125,0.25
imagined,2,22,Her alcoholism finally caught up with her.,0.375,0.25,0.5
imagined,2,23,"How could you end up fired, in jail and confessing to alcoholism all in a matter of four days!",0.5,0.125,0.625
imagined,2,24,My family was torn apart by it and I decided not to stick around for it.,0.375,0.375,0.5
imagined,1,0,Our honeymoon was fantastic.,0.625,0.5,0.75
imagined,1,1,"It was not your typical honeymoon, we spent our honeymoon acting like kids, and it was great.",0.5,0.125,0.5
imagined,1,2,"We spent a large majority of our time riding our favorite rides, and just pretending we were children again.",0.375,0.25,0.5
imagined,1,3,"We decided on our first honeymoon trip was  going to Six Flags in Atlanta, Georgia, since it was where we had our first date.",0.5,0.5,0.625
imagined,1,4,"We rode almost all of the rides, and re-lived our first date.",0.25,0.375,0.625
imagined,1,5,"After Six flags, we went to Disney world in Orlando, Florida.",0.875,0.5,1.0
imagined,1,6,"It was our first time there, and we were a bit overwhelmed with all of the rides and activities there, but we had a great time.",0.125,0.375,0.375
imagined,1,7,"While in Orlando, we stumbled upon another theme park, which was a water park.",0.5,0.375,0.75
imagined,1,8,"To be honest, we had more fun at the water park than we did at Orlando, we were there for hours!",0.375,0.125,0.375
imagined,1,10,"One was definitely one of the smallest ones we have been to, but it had a lot of charm to it.",0.25,0.125,0.25
imagined,1,11,"The last one we went to, was a very massive one, almost the size of the Disney world one in Orlando.",0.375,0.25,0.5
imagined,1,15,The prices were reasonable.,0.125,0.125,0.125
imagined,2,0,"Three weeks ago, my life changed for the better.",0.7142857142857143,0.1428571428571428,0.8571428571428571
imagined,2,1,"I came face-to-face with how I was truly missing out on life, on what matters most.",0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,2,8,"That afternoon, I went to go pick up my kid from school.",0.1428571428571428,0.4285714285714285,0.5714285714285714
imagined,2,9,"I ended up driving behind that same friend, who had kids in the same school.",0.2857142857142857,0.2857142857142857,0.4285714285714285
imagined,2,10,"There was a school bus stopped along the rode, which was a rural highway.",0.1428571428571428,0.1428571428571428,0.2857142857142857
imagined,2,11,"I saw it and slowed down, but my friend in front of my didn't see it.",0.2857142857142857,0.2857142857142857,0.4285714285714285
imagined,2,16,"I picked up my kid and went home, too moved to eat dinner that night.",0.5714285714285714,0.2857142857142857,0.7142857142857143
imagined,2,17,I could have been that woman: too busy to see; too busy with what?,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,2,18,Too busy with chores that never end to spend precious time with loved ones?,0.1428571428571428,0.1428571428571428,0.2857142857142857
imagined,2,21,"I realized that I had been going through life numb, as if on auto-pilot, just checking off tasks on a list.",0.4285714285714285,0.1428571428571428,0.4285714285714285
imagined,1,0,I was on my daily game of Dota 2 last week and I had a very intense two hour game that is both stressful yet rewarding.,0.375,0.5,0.625
imagined,1,1,It's always been stressful yet rewarding for me over the thousands of hours I have played in this game but my last week's game stands out than the rest.,0.25,0.375,0.5
imagined,1,2,I picked Crystal Maiden as my hero and I went with another person who played a carry Slark at the bottom lane.,0.25,0.625,0.875
imagined,1,3,My lane partner was very vocal on the team chat on how I am very inefficient and was stealing his experience points in the game.,0.375,0.25,0.625
imagined,1,4,He did say something about how 'noob' I am and grew more and more frustrated minute by minute.,0.5,0.375,0.75
imagined,1,5,"He was killed multiple times in the early game and of course, I was blamed for it.",0.625,0.125,0.625
imagined,1,6,I did not let his words be a distraction nor a way to just give up and surrender.,0.125,0.125,0.25
imagined,1,7,"Even though I had a mic, I stayed quiet and just typed 'I'm sorry' on chat whenever he screamed at me.",0.25,0.375,0.625
imagined,1,8,Our towers are down but I kept optimistic on winning.,0.375,0.375,0.75
imagined,1,9,"Even though he was being angry at me and whenever I made I mistake I get bullied by him, he also never gave up and continued gaining experience and gold necessary for his hero to be powerful.",0.375,0.125,0.375
imagined,1,10,"The first time the enemy made a mistake and we won a team fight, I immediately congratulated our team for the great play and my other teammates were all audibly optimistic as well.",0.5,0.375,0.75
imagined,1,11,Our carry Slark at this point has considerably limited his verbal abuse and I was sure that he will cooperate once he realized we were all there to win the game.,0.375,0.25,0.625
imagined,1,12,The enemy had many more mistakes after that and we had a very satisfying comeback.,0.5,0.25,0.625
imagined,1,15,I did accept his friend requests and we've been playing a few more games to this day.,0.5,0.5,0.75
imagined,2,0,"A couple of weeks ago, there was a rumor that my co-worker, John had passed away.",1.0,0.1428571428571428,1.0
imagined,2,3,The rumor was confirmed to us by his wife and family and everyone at worked was sad to hear the news.,0.5714285714285714,0.2857142857142857,0.5714285714285714
imagined,2,4,We did get together and reminisce about all the good time we had together; including giving him grief about his beloved sports team.,0.2857142857142857,0.4285714285714285,0.7142857142857143
imagined,2,5,We got news of the funeral.,0.4285714285714285,0.2857142857142857,0.7142857142857143
imagined,2,6,It was not too surprising to hear that the funeral will be informal.,0.4285714285714285,0.5714285714285714,1.0
imagined,2,7,"In fact, we heard that we would be encourage to wear jerseys of his favorite sports team.",0.5714285714285714,0.1428571428571428,0.7142857142857143
imagined,2,11,It was nice to see everyone show up wearing sport jersey.,0.4285714285714285,0.1428571428571428,0.4285714285714285
imagined,2,12,Not everyone joined in on the informal attire.,0.7142857142857143,0.1428571428571428,0.7142857142857143
imagined,2,14,"Ha ha ha, John was probably laughing in the casket!",0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,2,16,We all paid our respects during the ceremony and at the grave site.,0.2857142857142857,0.1428571428571428,0.4285714285714285
imagined,2,17,Afterwards we were all invited to a reception at a local sports bar.,0.5714285714285714,0.2857142857142857,0.8571428571428571
imagined,2,18,"Here, we all told our stories of John and the experiences we had with him.",0.4285714285714285,0.1428571428571428,0.5714285714285714
imagined,2,19,"Although there was much laughter, there was also some somber moments.",0.1428571428571428,0.1428571428571428,0.2857142857142857
imagined,2,21,I will miss him dearly.,0.1428571428571428,0.2857142857142857,0.2857142857142857
imagined,2,23,We filled in some people who were unable to attend.,0.1428571428571428,0.2857142857142857,0.4285714285714285
imagined,3,0,"Today was like any other day, I was happy and in love.",0.375,0.375,0.625
imagined,3,1,When I say this came out of nowhere I really mean it.,0.375,0.125,0.5
imagined,3,2,I woke up and did my morning ritual.,0.375,0.375,0.625
imagined,3,3,I made coffee and breakfast for myself and my girlfriend.,0.625,0.5,0.875
imagined,3,4,We normally survive on coffee and something simple to eat.,0.375,0.25,0.375
imagined,3,5,"I cooked our favorite which we, I, call egg in a hole.",0.5,0.375,0.75
