Target,Stance,Sentiment
Atheism,AGAINST,pos
Atheism,FAVOR,neg
Atheism,NONE,pos
Atheism,FAVOR,neg
Atheism,AGAINST,pos
Atheism,FAVOR,neg
Atheism,AGAINST,pos
Atheism,FAVOR,pos
Atheism,FAVOR,neg
Atheism,NONE,pos
Atheism,AGAINST,pos
Atheism,AGAINST,pos
Atheism,NONE,neg
Atheism,AGAINST,pos
Atheism,AGAINST,pos
Atheism,AGAINST,pos
Atheism,NONE,other
Atheism,AGAINST,pos
Atheism,AGAINST,pos
Atheism,FAVOR,neg
Atheism,AGAINST,pos
Atheism,FAVOR,pos
Atheism,AGAINST,pos
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,other
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,other
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,AGAINST,neg
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,NONE,pos
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,NONE,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,neg
Climate Change is a Real Concern,FAVOR,pos
Climate Change is a Real Concern,FAVOR,other
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,other
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,other
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,other
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,other
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,other
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,NONE,other
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,pos
Feminist Movement,NONE,neg
Feminist Movement,NONE,neg
Feminist Movement,NONE,pos
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,neg
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,other
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,other
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,NONE,pos
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,pos
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,pos
Feminist Movement,NONE,neg
Feminist Movement,FAVOR,neg
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,pos
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Feminist Movement,FAVOR,neg
Feminist Movement,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,other
Hillary Clinton,NONE,other
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,pos
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,pos
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,neg
Hillary Clinton,NONE,pos
Hillary Clinton,NONE,pos
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,other
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,pos
Hillary Clinton,NONE,neg
Hillary Clinton,FAVOR,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,FAVOR,neg
Hillary Clinton,NONE,neg
Hillary Clinton,FAVOR,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,other
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,pos
Hillary Clinton,FAVOR,other
Hillary Clinton,AGAINST,neg
Hillary Clinton,FAVOR,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,other
Hillary Clinton,FAVOR,pos
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,NONE,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,pos
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,AGAINST,pos
Hillary Clinton,FAVOR,pos
Hillary Clinton,AGAINST,pos
Hillary Clinton,FAVOR,neg
Hillary Clinton,AGAINST,neg
Hillary Clinton,NONE,pos
