270,280,300,320,340,360,380,400,450,500,550,600,650,700,800,900,1060,1260,1670,2170,3500,4000
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.70e-1, 8.03e-2, 3.98e-2, 2.15e-2, 1.46e-2, 1.22e-2, 1.00e-2, 9.09e-3, 8.59e-3, 7.94e-3, 7.42e-3, 6.85e-3, 6.65e-3, 6.19e-3, 5.86e-3, 5.41e-3, 5.05e-3, 4.86e-3, 4.69e-3, 4.32e-3, 3.84e-3, 3.49e-3, 3.24e-3, 2.97e-3, 2.71e-3, 2.45e-3, 2.19e-3, 1.85e-3, 1.58e-3, 1.35e-3, 1.13e-3, 9.75e-4, 8.29e-4, 7.01e-4, 5.83e-4, 5.10e-4, 4.26e-4, 3.56e-4, 2.98e-4, 2.55e-4, 2.18e-4, 1.79e-4, 1.43e-4, 1.14e-4, 9.29e-5, 7.39e-5, 5.90e-5, 4.80e-5, 3.92e-5, 3.23e-5, 2.75e-5
1.59e-1, 7.38e-2, 3.56e-2, 1.83e-2, 1.21e-2, 9.96e-3, 8.04e-3, 7.35e-3, 7.02e-3, 6.57e-3, 6.22e-3, 5.86e-3, 5.86e-3, 5.62e-3, 5.46e-3, 5.12e-3, 4.86e-3, 4.78e-3, 4.71e-3, 4.49e-3, 4.17e-3, 3.96e-3, 3.80e-3, 3.57e-3, 3.33e-3, 3.04e-3, 2.72e-3, 2.32e-3, 1.99e-3, 1.71e-3, 1.43e-3, 1.24e-3, 1.06e-3, 8.98e-4, 7.47e-4, 6.57e-4, 5.49e-4, 4.58e-4, 3.84e-4, 3.28e-4, 2.80e-4, 2.30e-4, 1.82e-4, 1.44e-4, 1.16e-4, 9.13e-5, 7.19e-5, 5.78e-5, 4.66e-5, 3.79e-5, 3.20e-5
1.48e-1, 6.80e-2, 3.20e-2, 1.59e-2, 1.01e-2, 8.19e-3, 6.49e-3, 5.93e-3, 5.72e-3, 5.34e-3, 5.06e-3, 4.71e-3, 4.69e-3, 4.39e-3, 4.22e-3, 3.93e-3, 3.70e-3, 3.61e-3, 3.51e-3, 3.21e-3, 2.78e-3, 2.48e-3, 2.26e-3, 2.05e-3, 1.87e-3, 1.68e-3, 1.50e-3, 1.26e-3, 1.07e-3, 9.13e-4, 7.61e-4, 6.53e-4, 5.54e-4, 4.67e-4, 3.87e-4, 3.38e-4, 2.81e-4, 2.35e-4, 1.96e-4, 1.67e-4, 1.42e-4, 1.17e-4, 9.28e-5, 7.37e-5, 5.97e-5, 4.72e-5, 3.75e-5, 3.03e-5, 2.46e-5, 2.01e-5, 1.70e-5
1.39e-1, 6.34e-2, 2.93e-2, 1.41e-2, 8.66e-3, 6.96e-3, 5.43e-3, 4.96e-3, 4.82e-3, 4.51e-3, 4.26e-3, 3.94e-3, 3.92e-3, 3.61e-3, 3.44e-3, 3.19e-3, 2.98e-3, 2.89e-3, 2.77e-3, 2.43e-3, 1.97e-3, 1.62e-3, 1.38e-3, 1.18e-3, 1.03e-3, 9.11e-4, 8.06e-4, 6.65e-4, 5.53e-4, 4.62e-4, 3.80e-4, 3.20e-4, 2.68e-4, 2.23e-4, 1.83e-4, 1.57e-4, 1.30e-4, 1.08e-4, 9.00e-5, 7.61e-5, 6.44e-5, 5.29e-5, 4.24e-5, 3.40e-5, 2.77e-5, 2.22e-5, 1.79e-5, 1.46e-5, 1.20e-5, 9.94e-6, 8.45e-6
1.30e-1, 5.82e-2, 2.62e-2, 1.20e-2, 7.08e-3, 5.59e-3, 4.24e-3, 3.89e-3, 3.84e-3, 3.61e-3, 3.44e-3, 3.19e-3, 3.22e-3, 2.95e-3, 2.84e-3, 2.63e-3, 2.47e-3, 2.41e-3, 2.31e-3, 1.99e-3, 1.55e-3, 1.21e-3, 9.84e-4, 8.12e-4, 6.87e-4, 5.97e-4, 5.25e-4, 4.23e-4, 3.45e-4, 2.83e-4, 2.29e-4, 1.89e-4, 1.55e-4, 1.27e-4, 1.04e-4, 8.71e-5, 7.14e-5, 5.87e-5, 4.83e-5, 4.04e-5, 3.39e-5, 2.77e-5, 2.22e-5, 1.78e-5, 1.45e-5, 1.17e-5, 9.43e-6, 7.72e-6, 6.35e-6, 5.28e-6, 4.48e-6
1.22e-1, 5.42e-2, 2.41e-2, 1.07e-2, 6.12e-3, 4.76e-3, 3.54e-3, 3.26e-3, 3.25e-3, 3.07e-3, 2.94e-3, 2.73e-3, 2.77e-3, 2.53e-3, 2.44e-3, 2.26e-3, 2.13e-3, 2.07e-3, 1.99e-3, 1.68e-3, 1.25e-3, 9.18e-4, 7.01e-4, 5.43e-4, 4.35e-4, 3.67e-4, 3.19e-4, 2.48e-4, 1.93e-4, 1.52e-4, 1.19e-4, 9.29e-5, 7.30e-5, 5.75e-5, 4.54e-5, 3.39e-5, 2.85e-5, 2.27e-5, 1.82e-5, 1.46e-5, 1.17e-5, 9.51e-6, 7.73e-6, 6.31e-6, 5.18e-6, 4.27e-6, 3.54e-6, 2.95e-6, 2.48e-6, 2.10e-6, 1.78e-6
1.14e-1, 5.04e-2, 2.21e-2, 9.52e-3, 5.31e-3, 4.08e-3, 2.97e-3, 2.75e-3, 2.78e-3, 2.64e-3, 2.54e-3, 2.37e-3, 2.44e-3, 2.24e-3, 2.17e-3, 2.03e-3, 1.91e-3, 1.88e-3, 1.80e-3, 1.52e-3, 1.13e-3, 8.23e-4, 6.25e-4, 4.82e-4, 3.84e-4, 3.24e-4, 2.82e-4, 2.18e-4, 1.68e-4, 1.31e-4, 1.02e-4, 7.89e-5, 6.13e-5, 4.78e-5, 3.73e-5, 2.92e-5, 2.29e-5, 1.80e-5, 1.42e-5, 1.12e-5, 8.87e-6, 7.05e-6, 5.54e-6, 4.52e-6, 3.64e-6, 2.95e-6, 2.40e-6, 1.96e-6, 1.62e-6, 1.34e-6, 1.12e-6
1.08e-1, 4.79e-2, 2.08e-2, 8.92e-3, 4.83e-3, 3.68e-3, 2.64e-3, 2.45e-3, 2.49e-3, 2.38e-3, 2.30e-3, 2.15e-3, 2.24e-3, 2.06e-3, 2.00e-3, 1.88e-3, 1.78e-3, 1.75e-3, 1.69e-3, 1.42e-3, 1.05e-3, 7.64e-4, 5.77e-4, 4.44e-4, 3.53e-4, 2.97e-4, 2.59e-4, 1.99e-4, 1.53e-4, 1.19e-4, 9.16e-5, 7.06e-5, 5.45e-5, 4.21e-5, 3.25e-5, 2.53e-5, 1.96e-5, 1.53e-5, 1.19e-5, 9.27e-6, 7.25e-6, 5.69e-6, 4.47e-6, 3.53e-6, 2.79e-6, 2.22e-6, 1.77e-6, 1.42e-6, 1.14e-6, 9.26e-7, 7.54e-7
9.81e-2, 4.32e-2, 1.87e-2, 7.91e-3, 4.22e-3, 3.19e-3, 2.27e-3, 2.10e-3, 2.15e-3, 2.07e-3, 2.01e-3, 1.83e-3, 1.97e-3, 1.82e-3, 1.77e-3, 1.65e-3, 1.58e-3, 1.56e-3, 1.51e-3, 1.27e-3, 9.34e-4, 6.78e-4, 5.11e-4, 3.92e-4, 3.11e-4, 2.62e-4, 2.28e-4, 1.75e-4, 1.34e-4, 1.05e-4, 7.95e-5, 6.09e-5, 4.68e-5, 3.60e-5, 2.77e-5, 2.13e-5, 1.54e-5, 1.26e-5, 9.76e-6, 7.51e-6, 5.80e-6, 4.49e-6, 3.47e-6, 2.69e-6, 2.09e-6, 1.53e-6, 1.27e-6, 9.93e-7, 7.81e-7, 6.13e-7, 4.84e-7
8.50e-2, 3.74e-2, 1.52e-2, 6.81e-3, 3.61e-3, 2.73e-3, 1.93e-3, 1.79e-3, 1.84e-3, 1.77e-3, 1.72e-3, 1.61e-3, 1.69e-3, 1.56e-3, 1.53e-3, 1.43e-3, 1.36e-3, 1.34e-3, 1.30e-3, 1.10e-3, 8.05e-4, 5.84e-4, 4.40e-4, 3.37e-4, 2.57e-4, 2.25e-4, 1.95e-4, 1.50e-4, 1.15e-4, 8.85e-5, 6.79e-5, 5.20e-5, 3.93e-5, 3.06e-5, 2.35e-5, 1.80e-5, 1.35e-5, 1.06e-5, 8.15e-6, 6.25e-6, 4.31e-6, 3.70e-6, 2.85e-6, 2.19e-6, 1.69e-6, 1.30e-6, 1.01e-6, 7.77e-7, 6.04e-7, 4.67e-7, 3.63e-7
7.00e-2, 3.08e-2, 1.33e-2, 5.59e-3, 2.96e-3, 2.23e-3, 1.57e-3, 1.46e-3, 1.50e-3, 1.44e-3, 1.41e-3, 1.32e-3, 1.38e-3, 1.28e-3, 1.25e-3, 1.19e-3, 1.12e-3, 1.10e-3, 1.07e-3, 9.00e-4, 6.61e-4, 4.79e-4, 3.51e-4, 2.76e-4, 2.19e-4, 1.84e-4, 1.61e-4, 1.23e-4, 9.41e-5, 7.25e-5, 5.55e-5, 4.24e-5, 3.25e-5, 2.49e-5, 1.91e-5, 1.46e-5, 1.12e-5, 8.59e-6, 8.59e-6, 5.03e-6, 3.85e-6, 2.96e-6, 2.27e-6, 1.74e-6, 1.33e-6, 1.02e-6, 7.85e-7, 6.02e-7, 4.54e-7, 3.55e-7, 2.72e-7
6.50e-2, 2.77e-2, 1.20e-2, 5.03e-3, 2.58e-3, 2.00e-3, 1.41e-3, 1.31e-3, 1.35e-3, 1.30e-3, 1.27e-3, 1.19e-3, 1.25e-3, 1.15e-3, 1.13e-3, 1.06e-3, 1.01e-3, 9.93e-4, 9.61e-4, 8.10e-4, 5.94e-4, 4.31e-4, 3.24e-4, 2.48e-4, 1.97e-4, 1.66e-4, 1.44e-4, 1.11e-4, 8.45e-5, 6.51e-5, 4.99e-5, 3.81e-5, 2.92e-5, 2.24e-5, 1.71e-5, 1.31e-5, 1.01e-5, 7.72e-6, 5.92e-6, 4.52e-6, 3.47e-6, 2.55e-6, 2.04e-6, 1.56e-6, 1.20e-6, 9.16e-7, 7.03e-7, 5.39e-7, 4.15e-7, 3.17e-7, 2.43e-7
