original_sentence,toxic
"Universalsuffrage: Observation
Universalsuffrage: Tell you what, it has been a while since I've read the main article and after just doing so, I'd have to say it's been deteriorating constantly for years.
What is the purpose of this place? It was something about building a consensus on how to provide factually accurate and unbiased historical or contemporary information for all human kind, or something along those lines?
Well, I'm not seeing it happening here, where we have such incredibly unacceptable conduct.
Apart from few sparkling exchanges, there wasn’t a decent discussion on this page for a very long time, yet we can examine healthy debates about 9/11 everywhere, from bbc all the way to the youtube or one of those 'exotic' parliaments.
I'm pretty certain that discussion should be in here, not locked out.
Palin and elections aside, the fact is, people around the world are seeking new and independent investigation of 9/11 attacks.
Some editors and administrators should really take a step back and let this place evolve in decent and natural manner.  ",True
"SlamDiego:  Bad categorizing 
Bjoh249: Geesh! The guy declared himself a Republican on the show. If you want a reliable source just watch the show ""All in the Family,"" especially the season 5 episode 12 episode ""George and Archie make a deal."" It is available on youtube. ",True
"Inge: Well the well renowned British foreign office seems to disagree with those numbers. I wouldn'd add it if I didn't think I had a reputable source. You have a tourist page and an estate agent page. If this is wrong you should also take it upon yourself to inform the foreign office of that ) 
Wangi: I also posted this to 
''Sorry, but you've been taken in by an urban myth, just as that webpage has... It is approx 220 miles from Shetland to Bergen, but it is only approx 130 miles to the railway station at Thurso (Thurso railway station) on the Scottish mainland. I'm going to revert your edit''
This is the same sort of urban myth that is repeated so often that people assume it's true. It's just like RAF Machrihanish having ""the longest runway in the UK"" - something which was on their official site (until I pointed out the facts!) even though it's nowhere near it. Thanks/",True
"Steel: I've decided not to spam a thank you template on to everyone's talk pages, but this is just to let you know that I really appreciated your first support. It's a bit of a leap of faith to be the first supporter, especially in a self-nom, and I expect sets the trend for all the other !voters. Many thanks, 
Syrthiss: Not a problem, glad I could be that first vote.  I was very pleased to see the turnout you got, as my own self-nom only had 21 votes.  Congrats again. ) ",True
"Scott: Re-added
Collect: I favor having cites for the rest, which would improve the overall tenor of the list.  That said, the secondary Poe's Law would have to meet reasonable standards for its cites, which it so far does not meet.   ",True
"NUMB3RN7NE: Cherry picking from Steve Featherstone: wrong wrong wrong
NUMB3RN7NE: Someone added this sort-of quotation from journalist Steve Featherstone:
Steve Featherstone wrote in Popular Science that by the summer of 2012 Rossi's ""outlandish claims"" for the E-Cat seemed ""thoroughly debunked"" and that Rossi ""looked like a con man clinging to his story to the bitter end.""
Unfortunately this is clearly ""cherry picking"" and therefore it should immediataly deleted. The original article is this one:
 http://www.popsci.com/science/article/2012-10/andrea-rossis-black-box?single-page-view=true
The citation should be this one:
...As late as this summer, when Rossi’s story seemed thoroughly debunked, he continued to make outlandish claims about his E-Cat. He looked like a con man clinging to his story to the bitter end. Maybe he’d even conned himself...
However the article continues this way:
...To my astonishment, after three days of asking every cold-fusion researcher in the house, I couldn’t find a single person willing to call Rossi a con man. The consensus was that he had something, even if he didn’t understand why it worked or how to control it. The more I learned, the more confused I became. Could Rossi actually have something real? The only way to know for sure was to go to Italy...
So Steve Featherstone '''DOES NOT''' conclude that the E-Cat seemed ""thoroughly debunked"" and that Rossi ""looked like a con man clinging to his story to the bitter end"": the article continues by affirming quite the opposite.
Misrepresenting a source is a clear violation of Wikipedia's policies. Therefore I propose the immediate deletion of the entire quotation from Steve Featherstone's article. ",True
"Bridies:  Lead 
Bridies: All right, Koster states ""''Twinking has come to mean a different thing in massively multiplayer games than it did on text muds. Whereas in MUDs and MUSHes, a ""twink"" was what is now variously called anything from a ""n00b"" to a ""grief player,""'' and then ''on EverQuest in particular twinking came to mean was used to be called ""powerlevelling"" or ""levelling someone,"" most specifically by giving them equipment they could never have earned on their own. In what's below, I am using the MMO definition.'' Koster then goes on to write three paragraphs about the ""MMO definition"" of a higher-level player helping a lower level player rather than the lower level player doing everything themselves"". Also note that Koster makes reference to high level equipment, ""most specifically"". This is the basis of why I modified the prose. Secondly I must point out that a (slightly) different definition isn't a valid reason to remove the definition by EuroGamer (a notable, reliable source), per WP:UNDUE. More than one opinion is allowable.  ",True
"192.175.84.19: This 11 December 2008 report quotes 650 international scientists dissenting over this: http://epw.senate.gov/public/index.cfm?FuseAction=Minority.Blogs&ContentRecord;_id=2158072e-802a-23ad-45f0-274616db87e6  —Preceding unsigned comment added by    
Stephan Schulz: See above.  ",True
"217.36.107.9: Survey
Gro-Tsen: '''Oppose''' and maintain the status quo: I can't imagine anyone actually looking up ''ordinal number'' in an encyclopedia (as opposed to a dictionary!) with the intent of finding out about the linguistic concept.  In fact, although the latter is an important concept, I think giving it an article on its own is pretty absurd, it should be merged as a section of some larger article on various linguistic concepts of numbers (there are more than cardinals and ordinals, there are also distributives and things like that), with more background.  Ordinals numbers in mathematics, on the other hand, are certainly a independent concept on their own.  ",True
"Urban75 Editor: Editing of this article 
Urban75 Editor: A warning to all. No further editing of this article by anyone other than myself or Fridgemagnet is permitted. Further, I require the person editing under the name of 'Warofdreams' to identify their Urban75 username below, to avoid causing me more hassle. ",True
"Beatitudinem:  Who decides featured news on the front page? 
Beatitudinem: And who thought it was a great idea to include the Palme d'Or? I really think it isn't an event worthy being featured when there are much more important events occurring around the world.  ",True
"Nat Krause: The first sentence
Nat Krause: Re: 's revert of my edit to the intro.  To list slavery, expansion, and sectionalism as causes while excluding the issues of taxation and centralized nationalism is simply inaccurate.  This presents a serious NPOV problem. - ",True
"The Thunderer:  Edit Request 
The Thunderer: Would an admin please consider restoring the information deleted by  just before the edit protect went on so that the complete article can still be viewed by readers seeking a source of reference?   I have references available to verify the information deleted but as today has been a rather busy and contentious one I haven't had time to place them inline yet.  ",True
"Bradclure:  Clarification on Richest to Poorest Column Heading 
76.108.173.141: Response: What's heavier, a pound of feathers or a pound of lead?",True
"Misterrick:  Merger and the Surviving Corporate Name
Misterrick: You know Carina22, I'll let you have it because your being such an ahole, I do know what a dual listed company is but you can't get it through your head what I am trying to tell you and by the way P&O; doesn't stand for Princess and Orient, it's Pacific and Orient and P&O; didn't found Princess they acquired it in the 60s or 70s so Carnival Cruise Lines is older. ",True
"Bandurist: Note of protest from Soviet Embassy
Bandurist: What specific suggestions can you make regarding the condencing of the material? What would you like to see?  ",True
"Jpod2: I think the wiki_link article is looking quite decent, now. See what you think if you have the chance? 
Linas: Looks good. Put some minor critiques on the talk page there. ::By the way, who is your thesis advisor? ",True
"Nachiketdeo:  Name 
98.242.65.34: Read the discussion properly on rajnikanth page... it says ""The language scripts of their mother tongue and their main career industry is only displayed."". I have just done the same thing... I feel both of us have better ways to pass our time than coming on this page everyday and writing/removing name in Marathi. Dont just tell me to read the discussion there...read carefully what it says. Rajnikanth, Bhimsen are the rarest of the people who have made huge contributions to the language other than there mother tongue and that has to be taken into account. Other similarity being the place where they live. Rajnikanth lives in Chennai not Maharashtra and similarly Bhimsenji has spent most of his life in Pune, not Karnataka. I am ready to discuss the issue with you... And if it were only a few songs in Marathi, I would not have done this. His contribution to Marathi sangeet is huge. See also Kishor Kumar, Ashok Kumar, Adi Shankara for the same type of example. Nachiket",True
"210.49.197.7: German language in decline
210.49.197.7: If English is the most translated language then you should change the opening paragraph of the article. It states that German is the most translated language and so is misleading.  —Preceding unsigned comment added by    ",True
"Xashaiar: Some users are adding the flag/s of the country/ies of their choice. The countries/regions that are listed there include about 18 names. What are the criteria to choose two-three countries and add their flags to the list of other 4 flagged ones? I think reasons like this in edit summary do not address the issue.  
Xashaiar: I asked you please indicate a reason. I removed the flags that 1. You have not provided any source and reason for their inclusion. 2. You ignored wp:undue. I remind you that Reverting is not a dispute resolution. I finally chose the Wikipedia front page wording in ""On this day"" which is ""Nowruz in Iran, Central Asia, and Zoroastrianism"". This wording is good.  ",True
"Dashiellx: Per the article on CNN.com (http://www.cnn.com/2015/07/06/living/actress-amanda-peterson-dead/index.html) published on 7/8: ""She died on Friday morning."".  That would indicate 7/3, not 7/5 which was a Sunday.  
GoneIn60: The cited ET source also states she passed away on Friday. I think it would be safe to set it to 7/3 at this point, but if we want to wait for further verification, that's fine too.  ",True
"Lyverbe: There is waaaaay too much information on this page.  It doesn't talk about Peter, it talks about the entire show.  It describes every single little detail about what Peter did in the series.  An article about a character should talk about the character, '''period'''.  Currently, it's more like a compiled version of the Heroes Episode Guide.  If I want to read about a character's biography, I shouldn't feel like I'm reading a story.  Opinions?  
Dposse: I disagree. This article, just like all the other Heroes articles, talks about what the character does in the story and his journey in the story. Of course it's gonna be long, he's a main character. By contrast, Simone's article isn't long because her part of the story ended when she died (she has a past, no future). It might read like a story because Heroes is presented like a comic book. Perhaps some better condensing of the infomation would help to solve this and to make it more encyclopedic. ",True
"Vivaldi27: I just did a revert, Johlover is appearing to take on an attempt to force page ownership, and is going against consensus here. With that said, much of Johlovers edits have severe NPOV problems, he reinserts uncited edits, and is running an agenda here 
Orderinchaos:  One of the weird features of Wikipedia is that it attracts everyone - right, left, centre, people with agendas, people with none, etc. The policy framework within which we operate is what stops the whole thing careening into the ditch, and that's part of the reason I'm here - I'm informed on the broad subject area (politics, and modern historical politics in Australia) although not the specific topic (Bjelke-Petersen and Queensland politics in 1968-1987). Being resident in a different State and having been 9 years old when he left office I have no personal stake in the issue, and I am an administrator with reasonable experience in the Australian project and handling disputes between third parties over content. Despite some fairly fundamental disagreements between the two main editors here on sourcing and content, I hope my presence and that of others I have been given reason to trust in the past, some of whom have commented here at times, will be enough to keep things going relatively smoothly. I wish I had more time to invest into actually working on it myself, I probably will come December once the uni semester is over and my job future is a bit more assured. In the meantime I'm simply watching out for excesses and attempting to fix them. ",True
"Danish Expert:  Why did Greece need fiscal austerity in the midst of its crisis? 
Thanatos666: I said I wouldn't but you keep writing lengthy essays so...
Your analyses keep missing
that Greece does not have its own currency, unlike e.g. the UK
that the Greek debt problem is predominantly of an external nature, unlike e.g. the one of the UK, having been financed through capital inflows from abroad which stopped and/or reversed after a major recent global event
that a very common step, if not the historical norm, in such cases is simply to default, i.e. that sovereign defaults are very common historically, that they aren't a negligible exception
that there is also the other historical precedent and analogue of countries exiting currency unions (and/or pegs, i.e. currency nions of whichever form, e.g. the Gold Standard).
Your analyses keep assuming
that the Greek crisis is just a severe case of liquidity problem/crisis and not of an insolvency one
that other countries or organisations actually tried to help save Greece and not just themselves and/or the system (they're not oblided to do so but let's say that lying about it is also not obligatory)
that many austerity policies taken by the Greek Governments during the crisis were taken in order to indeed save Greece and not the interests of the people in power.
Your analyses keep presenting
the actions taken by other countries and/or international organisations as having been indeed taken indeed in order to save Greece and as being indeed objectively necessary for Greece, i.e. that TINA
misrepreseting thus major steps or order of events that took place and ommitting the advice of
many economomists, analysts,... who've claimed that other steps should have be taken instead of or in a different order than the ones actually taken
and also misrepresenting actual beliefs of many people and/or groups of power
e.g. that in the broader context beyond Greeece, the confidence fairy and expansionary austerity in a time of crisis was/is thought to actually be a law of nature (e.g. in the aforementioned UK),
e.g. that many people and organisations actually believe(d), focusing this time in the narrower context, that Greece would actually be saved if only it did austerity and/or structural reforms.
A very clear example of this is that
even if we assume Greece remaining in the EZ as being objectivelly necessary, which we shouldn't, and
even if we assume that Greece not defaulting unilaterally as being a necessary fact of live/history, which we shouldn't, and
even if we assume that structural reforms an/or austerity would indeed be a solution and/or necessary and/or not actually bad, counterproductive for the actual economy and interests of Greece, of the Greek people, which we shouldn't
that there are tons of people that have claimed that the commonly, mutually agreed upon haircut should have come first (and be of a major magnitude) when in reality it came much later (twice or 1 point something times) and either by itself and/or as a consequence of the delay it was of an inadequate magnitude worsening thus even more, much more, the already unbelievable mess and conundrum. And it has also been claimed thus, that this happened in order to save the foreign banks etc. and/or countries, '''NOT''' @#%@% Greece, that in reality other countries were extending and pretending, kicking the can down the road so that they could firewall and ringfence themselves and their banks, saving the lenders that shouldn't have lent Greece such huge loans in the first place. It has also been claimed that the politicians of these countries sold, presented, portrayed saving these banks, funds etc. to their citizens as a magnanimous and benevolent action, solution, as saving (unworthy) Greece and Greeks from destruction because otherwise they couldn't have persuaded their taxpayers/citizens (or anyway would have a very difficult task before them trying to do this) to save the banks and the rest of the financial system one/two... more time(s) after the global crisis.
||",True
"Vecrumba:  ""POVs"" and interpretation do not apply, it is a case of simple facts 
Jaan: And what are your grounds for stating that the Baltics were the Soviet Union's 'own territory' in June 1940?  ",True
"Fastifex:  (In)Human Punishment? 
Fastifex: On the contrary, I directed it here because the same terms -such as the synynymous emaning of cropping- are exclicitly used in sources on the punishment, clearly recognizing the physical identity of the actions; obviously the reasons differ, but that goes just as well for other physical markings, e.g. brandingv(has two articles, but much larger ones). ",True
